Series_ID,Title,Summary,Publication_Date,Authors,PMIDs
GSE254187,cutrun nfkb1 and jun tnf treated rptec cells,analysis snatacseq data suggests increased motif nfkb and ap1 motifs renal epithelia kidney injury confirm binding sites performed cutrun jun and nfkb1 transcription factors tnfalpha treated cultured primary human renal proximal tubule cells,2025/03/25,30173,"[IntegerElement(40399382, attributes={})]"
GSE254185,singlenuclei rnaatacseq healthy and injured human kidney nephrectomy tissue,improved understanding the renal cell phenotypes and intercellular signaling pathways that mediate chronic kidney disease required develop novel therapeutics this end performed simultaneous single nuclear rna and atacsequencing kidney tissue from patients undergoing tumour nephrectomy where the ureter was either obstructed tumour remained unobstructed obstructed kidneys discrete subset proximal and ascending thin limb loop henle tubular cells acquired proinflammatory phenotype enriched senescence markers,2025/03/25,24676,"[IntegerElement(40399382, attributes={})]"
GSE253439,nanostring cosmx 980plex rna profiling human kidney biopsy and nephrectomy,the human kidneys are comprised multiple different cell types complex anatomical arragemnt that optimal for their key functions such waste removal regulation fluid and electrolyte homeostasis and production hormones chronic kidney disease ckd this arrangement disrupted with dedifferentiation and atrophy epithelial cells recruitment immune cells and activation myofibroblasts produce excess scarring better understanding cellular phenotypes complex intercellular communication and intracellular signaling pathways that promote ckd could lead development novel therapies applied singlecell spatial transcriptomics cosmx spatial molecular imaging human kidney biopy and nephrectomy samples from patients with iga nephropathy minimal change disease and advanced pyelonephritis,2025/03/25,33484,"[IntegerElement(40399382, attributes={})]"
GSE252584,bulk rnaseq irradiated rptec cells,rptec cells were cultured and irradiated induce cellular senescence bulk rnaseq was performed observe the transcriptional response,2025/03/25,24676,"[IntegerElement(40399382, attributes={})]"
GSE229542,amplified dosage the nkx21 lineage transcription factor controls its oncogenic role lung adenocarcinoma,this superseries composed the subseries listed below amplificationmediated oncogene overexpression critical and widespread driver event cancer yet our understanding how amplification and dosage mediate oncogene regulation limited here find that the most significant focal amplification event lung adenocarcinoma luad targets lineage “superenhancer” near the nkx21 lineage transcription factor the nkx21 superenhancer targeted focal and coamplification with nkx21 and controls nkx21 expression and regulation find that nkx21 directly controls enhancer accessibility drive lineageaddicted state luad precisely map the effects nkx21 dosage modulation upon both overexpression and knockdown and identify both linear and nonlinear regulation nkx21 dosage find that nkx21 widespread dependency luad cell lines and that nkx21 confers persistence egfr inhibitors our data suggest defining role for dosage the oncogenic regulation amplified nkx21 and that amplified nkx21 lineage addiction defines luad tumors,2025/03/25,24676;18573,"[IntegerElement(40139189, attributes={})]"
GSE229541,amplified dosage the nkx21 lineage transcription factor controls its oncogenic role lung adenocarcinoma rnaseq,amplificationmediated oncogene overexpression critical and widespread driver event cancer yet our understanding how amplification and dosage mediate oncogene regulation limited here find that the most significant focal amplification event lung adenocarcinoma luad targets lineage “superenhancer” near the nkx21 lineage transcription factor the nkx21 superenhancer targeted focal and coamplification with nkx21 and controls nkx21 expression and regulation find that nkx21 directly controls enhancer accessibility drive lineageaddicted state luad precisely map the effects nkx21 dosage modulation upon both overexpression and knockdown and identify both linear and nonlinear regulation nkx21 dosage find that nkx21 widespread dependency luad cell lines and that nkx21 confers persistence egfr inhibitors our data suggest defining role for dosage the oncogenic regulation amplified nkx21 and that amplified nkx21 lineage addiction defines luad tumors,2025/03/25,18573;24676,"[IntegerElement(40139189, attributes={})]"
GSE229540,amplified dosage the nkx21 lineage transcription factor controls its oncogenic role lung adenocarcinoma chipseq,amplificationmediated oncogene overexpression critical and widespread driver event cancer yet our understanding how amplification and dosage mediate oncogene regulation limited here find that the most significant focal amplification event lung adenocarcinoma luad targets lineage “superenhancer” near the nkx21 lineage transcription factor the nkx21 superenhancer targeted focal and coamplification with nkx21 and controls nkx21 expression and regulation find that nkx21 directly controls enhancer accessibility drive lineageaddicted state luad precisely map the effects nkx21 dosage modulation upon both overexpression and knockdown and identify both linear and nonlinear regulation nkx21 dosage find that nkx21 widespread dependency luad cell lines and that nkx21 confers persistence egfr inhibitors our data suggest defining role for dosage the oncogenic regulation amplified nkx21 and that amplified nkx21 lineage addiction defines luad tumors,2025/03/25,18573,"[IntegerElement(40139189, attributes={})]"
GSE229539,amplified dosage the nkx21 lineage transcription factor controls its oncogenic role lung adenocarcinoma atacseq,amplificationmediated oncogene overexpression critical and widespread driver event cancer yet our understanding how amplification and dosage mediate oncogene regulation limited here find that the most significant focal amplification event lung adenocarcinoma luad targets lineage “superenhancer” near the nkx21 lineage transcription factor the nkx21 superenhancer targeted focal and coamplification with nkx21 and controls nkx21 expression and regulation find that nkx21 directly controls enhancer accessibility drive lineageaddicted state luad precisely map the effects nkx21 dosage modulation upon both overexpression and knockdown and identify both linear and nonlinear regulation nkx21 dosage find that nkx21 widespread dependency luad cell lines and that nkx21 confers persistence egfr inhibitors our data suggest defining role for dosage the oncogenic regulation amplified nkx21 and that amplified nkx21 lineage addiction defines luad tumors,2025/03/25,18573,"[IntegerElement(40139189, attributes={})]"
GSE159099,mutational signatures define immune and wntassociated subtypes ampullary carcinoma,this superseries composed the subseries listed below,2025/03/25,20301;21145,"[IntegerElement(39725462, attributes={})]"
GSE159098,mutational signatures define immune and wntassociated subtypes ampullary carcinoma wes,whole exome sequencing order characterise genomic alterations from patients with ampullary carcinoma ampac,2025/03/25,20301,"[IntegerElement(39725462, attributes={})]"
GSE159097,mutational signatures define immune and wntassociated subtypes ampullary carcinoma rna,expression profiling high throughput sequencing order analyze the differential profile rnas expression from patients with ampullary carcinoma ampac,2025/03/25,20301,"[IntegerElement(39725462, attributes={})]"
GSE159096,mutational signatures define immune and wntassociated subtypes ampullary carcinoma methylation,rnaseq methylation and whole exome sequencing order characterise genomic alterations from patients with ampullary carcinoma ampac,2025/03/25,21145,"[IntegerElement(39725462, attributes={})]"
GSE292356,rnaseq analysis concentrationresponse transcriptomic changes induced cannabinol cbn hepatocytes derived from human induced pluripotent stem cells ipscs,currently little known about the safety nonintoxicating cannabinoids such cannabinol cbn new approach methodologies nams based bioinformatic analysis highthroughput transcriptomic data are gaining increasing importance risk assessment and regulatory decisionmaking datapoor chemicals this study conducted concentration response transcriptomic analysis cbn hepatocytes derived from human induced pluripotent stem cells ipscs biological functions and pathways impacted cbn exposure were identified including liver metabolism and cellular oxidative stress addition transcriptomic pointofdeparture tpod value was determined for cbn through benchmark concentration bmc analysis the transcriptomic data the present study demonstrates the potential utility transcriptomic bmc analysis nam for hazard assessment datapoor chemicals improves our understanding the possible health effects cbn and provides important tpod data that could contribute inform human safety assessment cannabinoid compounds,2025/03/24,30173,"[IntegerElement(40264021, attributes={})]"
GSE292355,rnaseq analysis concentrationresponse transcriptomic changes induced cannabichromene cbc hepatocytes derived from human induced pluripotent stem cells ipscs,currently little known about the safety nonintoxicating cannabinoids such cannabichromene cbc new approach methodologies nams based bioinformatic analysis highthroughput transcriptomic data are gaining increasing importance risk assessment and regulatory decisionmaking datapoor chemicals this study conducted concentration response transcriptomic analysis cbc hepatocytes derived from human induced pluripotent stem cells ipscs biological functions and pathways impacted cbc exposure were identified including liver metabolism and cellular oxidative stress addition transcriptomic pointofdeparture tpod value was determined for cbc through benchmark concentration bmc analysis the transcriptomic data the present study demonstrates the potential utility transcriptomic bmc analysis nam for hazard assessment datapoor chemicals improves our understanding the possible health effects cbc and provides important tpod data that could contribute inform human safety assessment cannabinoid compounds,2025/03/24,30173,"[IntegerElement(40264021, attributes={})]"
GSE291573,glucosidase alpha neutral promotes influenza virus replication inhibiting proteosomedependent degradation hemagglutinin,the h7n9 influenza virus poses significant threat human health and the mechanism which infects humans remains incompletely understood our investigation has unveiled significant insights into the role glucosidase alpha neutral ganc gene human h7n9 infections through whole genome sequencing wgs identified five lowfrequency functional and heterozygous variants ganc strongly associated with human h7n9 infections compared healthy controls furthermore observed reduction mrna and protein expression ganc following h7n9 virus infection vitro and vivo subsequent experiments involving ganc demonstrated promotion h7n9 virus replication stable strain with ganc overexpression conversely ganc knockdown exhibited the ability restrict influenza virus iav replication including h7n9 h9n2 and h1n1 both vitro and vivo this inhibition was mediated gancs ability promote the degradation h7n9 hemagglutinin moreover discovered that ganc knockdown facilitated the degradation proteasomedependent manner the inhibition caused ganc knockdown was mediated promoting direct binding with the proteasome 26s subunit nonatpase psmd1 and psmd2 all the five variants the ganc gene reduced its ability promote h7n9 virus replication and also diminished the levels gancinduced protein expression our findings revealed novel mechanism which ganc inhibited the proteasomedependent degradation promote h7n9 virus replication these results suggest that ganc may play important role iav replication,2025/03/24,24676,"[IntegerElement(40263249, attributes={})]"
GSE290141,immune evasion mechanisms early stagei highgrade serous ovarian carcinoma insights into regulatory tcell dynamics,the mechanisms driving immune evasion early stagei highgrade serous ovarian carcinoma hgsoc remain poorly understood investigate this performed singlecell rnasequencing analysis our findings revealed highly immunosuppressive hgsoc microenvironment characterized the infiltration regulatory cells tregs trajectory analysis uncovered differentiation pathways naïve tregs which either underwent activation and proliferation experienced transcriptional instability the predicted network tregcell interactions including those with tumor cells facilitate treg mobility maturation and reinforced their immunosuppressive function and persistence tregmediated interactions predict the inhibition cd8 cells and antigenpresenting cells supporting tumor immune escape additionally observed that more immunogenic tumor conditions marked ifnγ production likely contributed treg destabilization our findings underscore the pivotal role tregs early immune evasion and provide valuable insights into potential therapeutic strategies targeting treg cell activity and differentiation fate,2025/03/24,18573;30173,"[IntegerElement(40164596, attributes={})]"
GSE277580,enhancer plasticity endometrial tumorigenesis demarcates noncoding driver mutations and genome alterations stimulate oncogene expression hicecapatients,the incidence and mortality endometrial cancer the rise ecs depend estrogen receptor alpha erα for proliferation but little known about its transcriptional regulation these tumors generated epigenomics and hic data streams healthy and tumor endometrial tissues identifying robust era reprogramming and profound alterations genome organization that lead gain tumorspecific enhancer activity during development integration with wgs data from metastatic samples revealed striking enrichment noncoding somatic mutations tumorenriched era sites through machine learningbased predictions and interaction proteomics analyses identified enhancer mutation which alters genome organization impairing recruitment the transcriptional repressor ehmt2g9akmt1c thereby alleviating transcriptional repression esr1 summary identified complex genomicepigenomic interplay development and progression altering genome organization enhance expression the critical driver erα,2025/03/24,18573,"[IntegerElement(40346709, attributes={})]"
GSE276348,the olfactory receptor or51e2 regulates prostate cancer aggressiveness and modulates stat3 prostate cancer cells and xenograft tumors,despite significant advancements prostate cancer detection and treatment the molecular mechanisms driving its progression remain elusive this study aimed explore the role the receptor or51e2 which frequently upregulated prostate cancer the diseases progression using crisprcas9 technology generated monoclonal or51e2 knockout cells investigate the receptors physiological effects assessed the tumorigenic potential these cells both vitro and vivo and conducted transcriptomic and proteomic analyses xenograft tumors derived from the knockout cells additionally examined how varying levels or51e2 expression patients from tcga cohort impacted disease outcomes the or51e2knockout cells displayed increased proliferation migration adhesion anchorageindependent colony formation and tumor growth leading more aggressive cancer phenotype omics analyses identified several pathways associated with significant molecular changes particularly aberration the stat3 pathway linked il6 signaling underscoring connection inflammatory pathways analysis the tcga cohort further revealed that prostate cancer patients with lower or51e2 expression had worse prognoses and higher average gleason grades compared those with higher expression levels this analysis also supported role for or51e2 modulating the stat3 pathway within the cohort overall our findings suggest that or51e2 plays critical role regulating prostate cancer progression influencing cancer cell physiology and aggressiveness reduced or51e2 expression may lead poorer patient outcomes potentially through disruptions the stat3 pathway that alter cellular responses inflammatory signaling,2025/03/24,24676,"[IntegerElement(40128715, attributes={})]"
GSE275070,loss extensive ciliary connectome induces proteostasis and cell fate switching severe motile ciliopathy,ccdc39 motile cilia protein associated with primary ciliary dyskinesia used single cell rna sequencing scrnaseq analyze the changes cells types and gene expression profile subjects with variants ccdc39 compared healthy individuals,2025/03/24,24676,"[IntegerElement(39879322, attributes={})]"
GSE273421,transcriptomic analysis cells from patients with chronic lymphocytic leukemia,cd22 also known siglec2 belongs the siglec family glycanrecognition proteins and negatively regulates bcell receptormediated signaling cd22 downregulated the cells patients with chronic lymphocytic leukemia cll however the mechanism regulating the transcription cd22 incompletely understood this study defined the minimal promoter the human cd22 gene and identified the transcription factors that bind the cd22 promoter proteomic analysis this transcriptome dataset rnaseq peripheral blood cells from patients with cll was used validate the positive correlation between the expression levels cd22 transcript assessed rnaseq and cd22 protein assessed flow cytometry and test the correlations between the expression levels cd22 transcript and those transcription factors that bind minimal cd22 promoter,2025/03/24,24676,"[IntegerElement(40054694, attributes={})]"
GSE273201,cd8 temra memory cells associate with asthma symptom duration and escape proliferation arrest severe but not mild asthma,aberrant immune response hallmark asthma with 510 patients suffering from severe disease exhibiting poor response standard treatment better understanding the immune responses contributing disease heterogeneity critical for improving asthma management here show significant association airway cd8 effector memory cells reexpressing cd45ra temras but not cd8 cd45ro tissue resident memory trm cells with asthma duration patients with severe asthma but not mild moderate asthma mma higher frequencies ifng cd8 temras compared ifng cd45ro cells were detected airways and the temras from but not mma patients proliferated vivo although both expressed cellular senescenceassociated biomarkers prompted the transcriptomic profile cd8 temras and proliferative response il15 airway il15 expression measured higher compared mma patients our findings add new dimension understanding asthma heterogeneity identifying il15 potential target for treatment,2025/03/24,30173,"[IntegerElement(40048261, attributes={})]"
GSE270859,ultraconserved snornalike element long noncoding rna crnde promotes ribosome biogenesis and cell proliferation crispri screen,this superseries composed the subseries listed below,2025/03/24,18573,"[IntegerElement(40185099, attributes={})]"
GSE268238,characterization the tumor immune microenvironment gastric cancer singlecell rna sequencing analysis,gastric cancer tissues were obtained from patients who underwent gastrectomy kyushu university hospital and singlecell rna sequencing was performed the collected samples,2025/03/24,24676;28038,"[IntegerElement(40252096, attributes={})]"
GSE260479,crpseq reliable and fast method for sequencing rna gquadruplexes transcriptomewide,report here crpseq followed chemicalaffinity capture with the g4specific smallmolecule col and target identification using sequencing our method can enrich targets centrifugation without magnetic bead which allows for assessing the prevalence rna g4s the transcriptome human cells straightforward manner compared with bg4ripseq corpseq shines its simplicity and practical convenience which thus advances sequencing further and addresses unmet needs the field g4omics,2025/03/24,24676,"[IntegerElement(40047376, attributes={})]"
GSE253906,enhancer plasticity endometrial tumorigenesis demarcates noncoding driver mutations and genome alterations stimulate oncogene expression rnaseqecapatients,the incidence and mortality endometrial cancer the rise ecs depend estrogen receptor alpha erα for proliferation but little known about its transcriptional regulation these tumors generated epigenomics and hic data streams healthy and tumor endometrial tissues identifying robust era reprogramming and profound alterations genome organization that lead gain tumorspecific enhancer activity during development integration with wgs data from metastatic samples revealed striking enrichment noncoding somatic mutations tumorenriched era sites through machine learningbased predictions and interaction proteomics analyses identified enhancer mutation which alters genome organization impairing recruitment the transcriptional repressor ehmt2g9akmt1c thereby alleviating transcriptional repression esr1 summary identified complex genomicepigenomic interplay development and progression altering genome organization enhance expression the critical driver erα,2025/03/24,24676,"[IntegerElement(40346709, attributes={})]"
GSE253905,enhancer plasticity endometrial tumorigenesis demarcates noncoding driver mutations and genome alterations stimulate oncogene expression chipseqishikawa,the incidence and mortality endometrial cancer the rise ecs depend estrogen receptor alpha erα for proliferation but little known about its transcriptional regulation these tumors generated epigenomics and hic data streams healthy and tumor endometrial tissues identifying robust era reprogramming and profound alterations genome organization that lead gain tumorspecific enhancer activity during development integration with wgs data from metastatic samples revealed striking enrichment noncoding somatic mutations tumorenriched era sites through machine learningbased predictions and interaction proteomics analyses identified enhancer mutation which alters genome organization impairing recruitment the transcriptional repressor ehmt2g9akmt1c thereby alleviating transcriptional repression esr1 summary identified complex genomicepigenomic interplay development and progression altering genome organization enhance expression the critical driver erα,2025/03/24,24676,"[IntegerElement(40346709, attributes={})]"
GSE253900,enhancer plasticity endometrial tumorigenesis demarcates noncoding driver mutations and genome alterations stimulate oncogene expression chipseqecapatients,the incidence and mortality endometrial cancer the rise ecs depend estrogen receptor alpha erα for proliferation but little known about its transcriptional regulation these tumors generated epigenomics and hic data streams healthy and tumor endometrial tissues identifying robust era reprogramming and profound alterations genome organization that lead gain tumorspecific enhancer activity during development integration with wgs data from metastatic samples revealed striking enrichment noncoding somatic mutations tumorenriched era sites through machine learningbased predictions and interaction proteomics analyses identified enhancer mutation which alters genome organization impairing recruitment the transcriptional repressor ehmt2g9akmt1c thereby alleviating transcriptional repression esr1 summary identified complex genomicepigenomic interplay development and progression altering genome organization enhance expression the critical driver erα keywords genome bindingoccupancy profiling high throughput sequencing,2025/03/24,20301,"[IntegerElement(40346709, attributes={})]"
GSE235241,enhancer plasticity endometrial tumorigenesis demarcates noncoding driver mutations and genome alterations stimulate oncogene expression,this superseries composed the subseries listed below,2025/03/24,18573;24676;20301,"[IntegerElement(40346709, attributes={})]"
GSE226492,gene expression profile single cell level the whole aorta from human,comprehensively study molecular alterations human aorta tissueswe characterized the cellular heterogeneity the human aortic wall performing scrnaseq,2025/03/24,24676,"[IntegerElement(39831511, attributes={})]"
GSE223307,vivo massively parallel platform for deciphering tissuespecific regulatory function,this superseries composed the subseries listed below,2025/03/24,24676;24247,"[IntegerElement(40270544, attributes={})]"
GSE223306,vivo massively parallel platform for deciphering tissuespecific regulatory function rna,massively parallel reporter assays mpras have the potential link differences genome sequence including genetic variants tissuespecific regulatory function wholeanimal mpra whampra where systemic intravenous aav effectively transduces the plasmid mpra library mouse tissues this technology simultaneously determines the transcriptional functions hundreds enhancers vivo across multiple tissues,2025/03/24,24247;24676,"[IntegerElement(40270544, attributes={})]"
GSE223293,vivo massively parallel platform for deciphering tissuespecific regulatory function dna,massively parallel reporter assays mpras have the potential link differences genome sequence including genetic variants tissuespecific regulatory function wholeanimal mpra whampra where systemic intravenous aav effectively transduces the plasmid mpra library mouse tissues this technology simultaneously determines the transcriptional functions hundreds enhancers vivo across multiple tissues,2025/03/24,24247;24676,"[IntegerElement(40270544, attributes={})]"
GSE217649,bulk rna sequencing for gene expression profileing primary liver sinusoidal endothelial cells and ipscderived hepatic endoderm septum mesenchymal cells endothelial cells and liver bud organoids,performed bulk rnaseq analysis compare the expression differentiation markers angiocrine factor and coagulationassociated genes and analyze intercellular communication,2025/03/24,24014,"[IntegerElement(39005378, attributes={})]"
GSE100181,characterization the human hsc1l cell line with knockout nf1,rnaseq study altered gene expression serum starved human hsc1l cells immortalized schwann cell line with and without knockout nf1 the analysis the rnaseq data led the identification set genes disregulated the nf1 samples,2025/03/24,16791,"[IntegerElement(40282329, attributes={})]"
GSE85644,characterization the human 143b cell line with knockout srgap2,rnaseq study altered gene expression and mutations human 143b cells derivative the hos cell line with and without knockout srgap2 the analysis the rnaseq data led the identification set genes downregulated the srgap2 samples well couple potential offtarget crispr events,2025/03/24,16791,"[IntegerElement(40282329, attributes={})]"
GSE263115,comprehensive immunophenotyping gastric adenocarcinoma identifies inflamed class tumors amenable immunotherapies,rna from gastric adenocarcinoma was analyzed the ncounter system using the pancancer 360 curated panel including 770 genes across key immunooncology pathways and processes,2025/03/23,27956,"[IntegerElement(40102027, attributes={})]"
GSE248547,nuclear ago2 supports influenza virus infectivity downregulating typei interferon response,the role argonaute ago proteins and the rna interference rnai machinery mammalian antiviral response has been debated therefore set out investigate how mammalian rnai impacts influenza virus iav infection demonstrate that iav infection triggers nuclear accumulation ago2 which directly facilitated p53 activation mechanistically show that iav induces nuclear ago2 targeting trim71 proposed ago2 ligase and typei interferonpathway genes for silencing hence the rnai machinery highjacked the virus evade the immune system and support viral replication demonstrate that the fda approved drug arsenic trioxide prevents nuclear ago2p53 accumulation thereby increasing interferon response and decreasing viral replication vitro and mouse model vivo our data indicates that targeting the ago2p53mediated silencing innate immunity may offer promising strategy mitigate viral infections,2025/03/23,24676,"[IntegerElement(40219968, attributes={})]"
GSE248546,nuclear ago2 supports influenza virus infectivity downregulating typei interferon response,the role argonaute ago proteins and the rna interference rnai machinery mammalian antiviral response has been debated therefore set out investigate how mammalian rnai impacts influenza virus iav infection demonstrate that iav infection triggers nuclear accumulation ago2 which directly facilitated p53 activation mechanistically show that iav induces nuclear ago2 targeting trim71 proposed ago2 ligase and typei interferonpathway genes for silencing hence the rnai machinery highjacked the virus evade the immune system and support viral replication demonstrate that the fda approved drug arsenic trioxide prevents nuclear ago2p53 accumulation thereby increasing interferon response and decreasing viral replication vitro and mouse model vivo our data indicates that targeting the ago2p53mediated silencing innate immunity may offer promising strategy mitigate viral infections,2025/03/23,24676,"[IntegerElement(40219968, attributes={})]"
GSE285580,the differential expression circulating micrornas sickle cell trait and sickle cell anemia compared the normal hemoglobin phenotype,the heterozygous inheritance the sickle cell gene called sickle cell trait hbas was previously thought benign hbas now associated with increased risk for chronic kidney disease pulmonary embolisms and exertional rhabdomyolysis the role gene expression regulated micrornas these clinical hbas associations has not been investigated explored the association between hbas and the differential expression circultaing plasma micrornas when compared the normal hemoglobin phenotype hbaa stark contrast the homozygous inheritance the sickle cell gene called sickle cell anemia hbss severe disease that was previously associated with early mortality and severe morbidity with appropriate care and early interventions people with hbss have improved life expectancy but still experience significant morbidity including cardiac kidney and pulmonary disease the role gene expression regulated microrna these clinical hbss associations has not been investigated also explored whether the presence hbss associated with the differential expression circultaing plasma micrornas compared the normal hemoglobin phenotype hbaa,2025/03/22,16791,"[IntegerElement(39938012, attributes={})]"
GSE268033,molecular insights into human soleus muscle atrophy development longterm dry immersion effects the transcriptomic profile and posttranslational signaling,muscle disuse results complex signaling alterations followed structural and functional changes such atrophy force decrease and slowtofast fibertype shift little known about human skeletal muscle signaling alterations under longterm muscle disuse this study describe the effects 21day dry immersion human postural soleus muscle performed both transcriptomic analysis and western blots describe the states the key signaling pathways regulating soleus muscle fiber size fibertype and metabolism 21day dry immersion resulted both slowtype and fasttype myofibers atrophy downregulation rrna content and mtor signaling 21day dry immersion also leads slowtofast fibertype and gene expression shift upregulation peef2 pcamkii pacc content and downregulation nfatc1 nuclear content also caused massive gene expression alterations associated with calcium signaling cytoskeletal parameters and downregulated mitochondrial signaling including fusion fission and marker mitochondrial density,2025/03/22,16791,"[IntegerElement(40072920, attributes={})]"
GSE261509,m6a modification regulates cell proliferation via reprogramming the balance between glycolysis and pentose phosphate pathway,n6methyladenosine m6a stands the predominant modification eukaryotic mrna and involved various biological functions aberrant m6a has been implicated abnormal cellular phenotypes including defects stem cell renewal and tumorigenesis however the precise effects m6a cell proliferation and the underlining mechanism metabolic gene regulation remain incompletely understood here established cellular environment with lowm6a levels and observed severe impairment cell proliferation mechanistic studies revealed that the depletion m6a tigar mrna led increased expression subsequently inhibiting glycolysis while promoting the pentose phosphate pathway ppp genomewide crisprcas9 screen identified extensive genes involved cell proliferation that are affected m6a modification with g6pd emerging key regulator integration gene expression and survival data from lihc patients suggested specific subsets with elevated g6pd expression may exhibit enhanced responsiveness tumor growth inhibition through m6a suppression our findings elucidate the critical role m6a cellular metabolic regulation particularly the metabolic reprogramming cell proliferation offering new insight for cancer therapy,2025/03/22,24676,"[IntegerElement(40140553, attributes={})]"
GSE291937,microarray analysis concentrationresponse transcriptomic changes induced cannabinol cbn hepatocytes derived from human induced pluripotent stem cells ipscs,transcriptomic changes measured microarray ipscderived hepatocytes after exposure varying concentrations cbn 0120 for,2025/03/21,15207,"[IntegerElement(40264021, attributes={})]"
GSE291936,microarray analysis concentrationresponse transcriptomic changes induced cannabichromene cbc hepatocytes derived from human induced pluripotent stem cells ipscs,transcriptomic changes measured microarray ipscderived hepatocytes after exposure varying concentrations cbc 0140 for,2025/03/21,15207,"[IntegerElement(40264021, attributes={})]"
GSE291098,rna transcripts serve template for doublestrand break repair human cells,doublestrand breaks dsbs are toxic lesions that lead genome instability while canonical dsb repair pathways typically operate independently rna emerging evidence suggests that rnadna hybrids and transcripts near damaged sites can influence repair outcomes however direct role for transcript rna template during dsb repair human cells yet established this study designed fluorescent and sequencingbased assays which demonstrated that rnacontaining oligonucleotides and messenger rna serve templates promote dsb repair conducted crisprcas9based genetic screen identify factors that promote rnatemplated dsb repair rtdsbr and the candidate polymerases identified dna polymerasezeta polζ the potential reverse transcriptase that facilitates rtdsbr furthermore analyzing sequencing data from cancer genomes identified the presence whole intron deletions unique genomic scar reflective rtdsbr activity generated when spliced mrna serves the repair template these findings highlight rtdsbr alternative pathway for repairing dsbs transcribed genes with potential mutagenic consequences,2025/03/21,24676,"[IntegerElement(40348775, attributes={})]"
GSE290538,whole genome inducible crispr screens for hifa activity,hypoxic inducible factors control the cellular response low oxygen transcription regulation gene programs order understand the genes that control hifa transcription factor regulated gene expression generated dual fluorescent dflashhif reporter cells lines hek293t and u2os cells monitor hifa activity then generated doxinducible cas9tagbfp expressing reporter lines and performed replicate genome wide gain loss function screens for hif activity u2os and hek293t reporter cell lines using the brunello sgrna library 79000 sgrna covering 19000 genes high throughput sequencing was used identify sgrnas enriched library samples and sgrna enrichment quantified either deseq2 mageck,2025/03/21,21697,"[IntegerElement(40195317, attributes={})]"
GSE276745,hydrogen sulfide preserves intestinal barrier repair function through sulfhydration rps20 experimental colitis,patients with ulcerative colitis have significantly impaired intestinal barrier hydrogen sulfide h2s gaseous mediator that makes notable contributions variety diseases such reducing inflammatory response colitis the experimental content includes the establishment mouse dssinduced colitis model mouse colon epithelial organoids culture staining and mass spectrometry analysis recognized that exogenous h2s donorgyy4137 significantly alleviated the symptoms mice models and maintained minichromosome maintenance complex component mcm2 expression cbs knockdown reduced the expression sulfhydrated ribosomal protein s20 rps20ssh and mcm2 the mouse colon cell experiments indicated that the expression rps20ssh rather than total expression rps20 responsible,2025/03/21,24676,"[IntegerElement(40399407, attributes={})]"
GSE276684,deciphering shared molecular dysregulation across parkinsons disease variants using multimodal networkbased data integration and analysis,parkinson’ disease progressive neurodegenerative disorder with effective treatment advances neuroscience and systems biomedicine now enable the use complex patientspecific vitro disease models and cuttingedge computational tools for data integration enhancing our understanding complex mechanisms explore common biomedical features across monogenic forms developed knowledge graph integrating previously published highcontent imaging and rna sequencing data patientspecific midbrain organoids harbouring lrrk2g2019s snca triplication gban370s miro1r272q mutation with publicly available biological data furthermore generated singlecell rna sequencing dataset midbrain organoids derived from idiopathic patients ipd stratify ipd patients towards genetic forms,2025/03/21,34281,"[IntegerElement(40164620, attributes={})]"
GSE275757,light induced expression grna allows for optogenetic gene editing lymphocytes vivo,there currently lack tools capable perturbing genes both precise and spatiotemporal fashion the flexibility crispr coupled with lights unparalleled spatiotemporal resolution deliverable from controllable source makes optogenetic crispr wellsuited solution for precise spatiotemporal gene perturbations here present new optogenetic crispr tool bluvipr that diverges from prevailing splitcas design strategies and instead focuses optogenetic regulation grna production engineered bluvipr around new potent bluelight activated transcription factor and ribozymeflanked grna the bluvipr design genetically encoded and ensures precise excision multiple grnas from single mrna transcript this simplified spatiotemporal gene perturbation and allowed for several types optogenetic crispr including indels crispra and base editing bluvipr also worked vivo with cells previously intractable optogenetic gene editing achieving optogenetic gene editing lymphocytes vivo,2025/03/21,15520,"[IntegerElement(40114372, attributes={})]"
GSE274227,haloprotac3 treatment activates the unfolded protein response the endoplasmic reticulum nonengineered mammalian cells,proteins fused halotag engineered haloalkane dehalogenase can depleted heterobifunctional degrader compound haloprotac3 the binding haloprotac3 both the halotag and the ligase von hippellindau vhl brings them into proximity and mediates the degradation the halotag fusion proteins here generated colon cancer cell line hct116 expressing halotag fused the rnabinding protein igf2bp3 study its function haloprotac3 treatment depleted halotagigf2bp3 hours transcriptomics revealed that haloprotac3 treatment resulted the destabilization igf2bp3 target mrnas and activated the unfolded protein response upr surprisingly found that haloprotac3 treatment results upr activation nonengineered mammalian cells our data demonstrate that haloprotac3 causes mild endoplasmic reticulum stress independent igf2bp3 function and shall guide future studies using the haloprotac3 protein depletion strategy,2025/03/21,34284,"[IntegerElement(40105918, attributes={})]"
GSE273904,rna seq sensitive a2780 epithelial ovarian cancer cell with flywch1 knockdown and resistant cells with flywch1 overexpression,rnaseq sensitive a2780 cells with shrna induced knockdown flywch1 and resistant a2780cis cells with induced overexpression flywch1,2025/03/21,24676,"[IntegerElement(40191655, attributes={})]"
